CODEISIN;CATV;PERF_POS_1M;PERF_POS_3M;PERF_POS_YTD;PERF_POS_DEB;CTRB_POS_1M;CTRB_POS_3M;CTRB_POS_YTD;CTRB_POS_DEB;CTRB_PORT_1M;CTRB_PORT_3M;CTRB_PORT_YTD;CTRB_PORT_DEB;PERF_PORT_1M;PERF_PORT_3M;PERF_PORT_YTD;PERF_PORT_DEB;PNL_PORT_1M;PNL_PORT_3M;PNL_PORT_YTD;PNL_PORT_DEB;CTRB_VENTE_1M;CTRB_VENTE_3M;CTRB_VENTE_YTD;CTRB_VENTE_DEB;PNL_VENTE_1M;PNL_VENTE_3M;PNL_VENTE_YTD;PNL_VENTE_DEB;FRAIS_1M;FRAIS_3M;FRAIS_YTD;FRAIS_DEB;CTRB_FRAIS_1M;CTRB_FRAIS_3M;CTRB_FRAIS_YTD;CTRB_FRAIS_DEB;C_D
XS1821814800;VMOB;0,0036223308;0,0357582838;-0,0172611850;-0,0172611850;0,0000520109;0,0005179183;-0,0002022820;-0,0002022820;0,0000011033;0,0000057170;0,0000079135;0,0000079135;0,0000770869;0,0003802771;0,0005501073;0,0005501073;1071,2000000000;5284,3300000000;7436,3888758993;7436,3888758993;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;735,3000000000;735,3000000000;0,0000000000;0,0000000000;0,0000006719;0,0000006719;EUR
XS1824431313;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;USD
XS1824431313;VMOB;0,0013798344;0,0000000000;-0,0014158657;-0,0014158657;0,0000068112;-0,0000013564;-0,0000059141;-0,0000059141;0,0000066978;0,0000207438;0,0000750614;0,0000750614;0,0012731227;0,0036456000;0,0154959549;0,0154959549;7415,9400000000;21235,6200000000;80070,0785480573;80070,0785480573;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;460,9300000000;460,9300000000;0,0000000000;0,0000000000;0,0000004326;0,0000004326;USD
XS1830992563;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1830992563;VMOB;0,0012731702;0,0132183617;-0,0058923062;-0,0058923062;0,0000178696;0,0001616388;-0,0000867194;-0,0000867194;0,0000044057;0,0000037889;0,0000186711;0,0000186711;0,0003093299;0,0002730000;0,0013881119;0,0013881119;4145,0200000000;3658,2000000000;18600,7000000000;18600,7000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1831163396;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1831163396;VMOB;0,0016049754;0,0030135610;0,0000000000;0,0000000000;0,0000057787;0,0000108663;0,0000159390;0,0000159390;0,0000004555;0,0000011623;0,0000014557;0,0000014557;0,0001262206;0,0003101912;0,0005524660;0,0005524660;429,1500000000;1054,6500000000;1359,8181818182;1359,8181818182;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;336,2700000000;336,2700000000;0,0000000000;0,0000000000;0,0000003412;0,0000003412;EUR
XS1843449981;VMOB;-0,0000998901;0,0013003901;;;-0,0000005308;0,0000075187;0,0000197150;0,0000197150;0,0000002170;0,0000036691;0,0000069380;0,0000069380;0,0000409800;0,0006454900;0,0012909850;0,0012909850;204,9000000000;3227,4500000000;6239,7500000000;6239,7500000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;470,0700000000;470,0700000000;0,0000000000;0,0000000000;0,0000004954;0,0000004954;EUR
XS1884702207;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1884702207;VMOB;0,0005273212;0,0067677830;-0,0015786338;-0,0015786338;0,0000027864;0,0000357272;0,0000031259;0,0000031259;0,0000023692;0,0000071948;0,0000180264;0,0000180264;0,0004426700;0,0012845000;0,0034409200;0,0034409200;2213,3500000000;6422,5000000000;17204,6000000000;17204,6000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1983369635;CRNE;0,0000000000;0,0000000000;0,2857142857;0,2857142857;0,0000000000;0,0000000000;-0,0000072366;-0,0000072366;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1985100509;VMOB;;;;;-0,0000020985;-0,0000020985;-0,0000020985;-0,0000020985;0,0000011478;0,0000011478;0,0000011478;0,0000011478;0,0001990345;0,0001990345;0,0001990345;0,0001990345;1264,1300000000;1264,1300000000;1264,1300000000;1264,1300000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;1051,6700000000;1051,6700000000;1051,6700000000;1051,6700000000;0,0000011213;0,0000011213;0,0000011213;0,0000011213;USD
XS2013531228;VMOB;0,0000000000;0,0022547349;-0,0021749324;-0,0021749324;0,0000000000;0,0000293718;-0,0000383965;-0,0000383965;0,0000000000;0,0000010440;0,0000210775;0,0000210775;0,0000000000;0,0000602800;0,0013901100;0,0013901100;0,0000000000;904,2000000000;20851,6500000000;20851,6500000000;0,0000000000;0,0000477855;0,0000477855;0,0000477855;0,0000000000;41550,0000000023;41550,0000000023;41550,0000000023;0,0000000000;2148,0000000000;2148,0000000000;2148,0000000000;0,0000000000;0,0000024686;0,0000024686;0,0000024686;EUR
XS2056730836;CRNE;-0,1111111111;-0,2307692308;0,5384615385;0,5384615385;0,0000083069;0,0000320577;0,0000346419;0,0000346419;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS2093769383;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS2093769383;VMOB;0,0007995203;0,0131525698;;;0,0000042589;0,0000377709;0,0000012701;0,0000012701;0,0000011604;0,0000032517;0,0000051688;0,0000051688;0,0002177800;0,0005868660;0,0009451980;0,0009451980;1088,9000000000;2934,3300000000;4725,9900000000;4725,9900000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;720,0000000000;720,0000000000;0,0000000000;0,0000000000;0,0000007032;0,0000007032;EUR
XS2095301805;CRNE;0,0000000000;0,0000000000;-0,8888888889;-0,8888888889;0,0000000000;0,0000000000;0,0000043857;0,0000043857;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS2099993235;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS2099993235;VMOB;0,0000000000;0,0039636747;;;-0,0000000053;0,0000176408;-0,0000071329;-0,0000071329;0,0000007902;0,0000034734;0,0000068052;0,0000068052;0,0001484400;0,0006160560;0,0012348900;0,0012348900;742,2000000000;3080,2800000000;6174,4500000000;6174,4500000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;724,0400000000;724,0400000000;0,0000000000;0,0000000000;0,0000007072;0,0000007072;EUR
XS2110937815;CRNE;0,0000000000;0,0000000000;;;0,0000000000;0,0000000000;0,0000009005;0,0000009005;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;55,0000000000;55,0000000000;0,0000000000;0,0000000000;0,0000000511;0,0000000511;EUR
XS2128002792;CRNE;0,0000000000;-0,3333333333;;;0,0000000000;0,0000007101;0,0000074531;0,0000074531;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;55,0000000000;55,0000000000;0,0000000000;0,0000000000;0,0000000497;0,0000000497;EUR
XS2225297196;CRNE;;;;;0,0000005667;0,0000005667;0,0000005667;0,0000005667;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;55,0000000000;55,0000000000;55,0000000000;55,0000000000;0,0000000587;0,0000000587;0,0000000587;0,0000000587;EUR
